flight_id,flight_date,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,flight_status,delay_minutes,disruption_type,disruption_severity,available_captains,available_first_officers,standby_crew,max_duty_hours,rest_required_hours,airport_congestion_level,slots_available,recovery_action
FL1737,2025-02-23,SpiceJet,BOM,DEL,7:20,9:35,DELAYED,120,CREW,MEDIUM,4,5,3,8,12,LOW,6,NO_ACTION
FL1738,2025-02-23,Air India,DEL,BOM,18:00,20:00,ON_TIME,15,NONE,HIGH,1,1,3,8,12,LOW,10,SWAP_AIRCRAFT
FL1739,2025-02-23,IndiGo,DEL,BOM,23:35,1:45,ON_TIME,15,NONE,HIGH,3,2,0,8,12,LOW,8,REASSIGN_CREW
FL1740,2025-02-23,AirAsia India,DEL,BOM,20:00,22:15,ON_TIME,120,NONE,HIGH,4,3,1,8,12,MEDIUM,3,CANCEL_FLIGHT
FL1741,2025-02-23,Air India,DEL,BOM,20:00,22:10,CANCELLED,0,TECHNICAL,LOW,2,3,2,8,12,MEDIUM,7,CANCEL_FLIGHT
FL1742,2025-02-23,Go First,DEL,BOM,15:30,17:35,DELAYED,60,CREW,MEDIUM,3,5,3,8,12,LOW,7,CANCEL_FLIGHT
FL1743,2025-02-23,Go First,DEL,BOM,17:00,19:05,CANCELLED,60,TECHNICAL,LOW,5,2,0,8,12,LOW,4,SWAP_AIRCRAFT
FL1744,2025-02-23,Air India,DEL,BOM,19:00,21:15,DELAYED,0,ATC,MEDIUM,5,1,1,8,12,LOW,7,CANCEL_FLIGHT
FL1745,2025-02-23,Vistara,DEL,BOM,20:40,22:50,DELAYED,30,ATC,HIGH,5,3,2,8,12,HIGH,1,CANCEL_FLIGHT
FL1746,2025-02-23,Vistara,DEL,BOM,21:40,23:50,ON_TIME,15,WEATHER,MEDIUM,1,4,2,8,12,HIGH,6,NO_ACTION
FL1747,2025-02-23,IndiGo,DEL,BOM,17:15,19:25,ON_TIME,120,ATC,MEDIUM,2,1,2,8,12,HIGH,3,DELAY_30
FL1748,2025-02-23,IndiGo,DEL,BOM,18:40,20:50,ON_TIME,60,WEATHER,LOW,2,4,2,8,12,HIGH,7,SWAP_AIRCRAFT
FL1749,2025-02-23,Go First,DEL,BOM,15:00,17:15,DELAYED,0,TECHNICAL,MEDIUM,5,3,3,8,12,MEDIUM,1,NO_ACTION
FL1750,2025-02-23,Go First,DEL,BOM,19:40,21:55,ON_TIME,15,WEATHER,MEDIUM,5,4,0,8,12,MEDIUM,6,REASSIGN_CREW
FL1751,2025-02-23,Go First,DEL,BOM,21:00,23:15,DELAYED,60,TECHNICAL,MEDIUM,1,3,2,8,12,MEDIUM,0,REASSIGN_CREW
FL1752,2025-02-23,IndiGo,DEL,BOM,21:15,23:30,ON_TIME,0,ATC,MEDIUM,5,5,0,8,12,HIGH,5,DELAY_30
FL1753,2025-02-23,Go First,DEL,BOM,18:05,20:25,ON_TIME,60,CREW,LOW,1,1,3,8,12,LOW,2,CANCEL_FLIGHT
FL1754,2025-02-23,Vistara,DEL,BOM,15:30,17:40,CANCELLED,120,ATC,LOW,3,2,2,8,12,MEDIUM,8,DELAY_30
FL1755,2025-02-23,Vistara,DEL,BOM,19:50,22:00,DELAYED,120,NONE,MEDIUM,3,3,2,8,12,LOW,5,CANCEL_FLIGHT
FL1756,2025-02-23,SpiceJet,DEL,BOM,18:55,21:05,DELAYED,30,TECHNICAL,HIGH,4,1,1,8,12,MEDIUM,6,SWAP_AIRCRAFT
FL1757,2025-02-23,SpiceJet,DEL,BOM,19:45,22:05,ON_TIME,30,TECHNICAL,MEDIUM,4,1,3,8,12,MEDIUM,0,CANCEL_FLIGHT
FL1758,2025-02-23,Air India,DEL,BOM,7:00,9:05,ON_TIME,60,TECHNICAL,MEDIUM,3,4,2,8,12,HIGH,9,CANCEL_FLIGHT
FL1759,2025-02-23,Air India,DEL,BOM,8:00,10:10,ON_TIME,120,TECHNICAL,HIGH,1,1,1,8,12,LOW,4,REASSIGN_CREW
FL1760,2025-02-23,Go First,DEL,BOM,13:30,15:35,ON_TIME,0,CREW,MEDIUM,4,1,3,8,12,HIGH,2,DELAY_30
FL1761,2025-02-23,Air India,DEL,BOM,9:00,11:15,DELAYED,0,CREW,MEDIUM,2,1,3,8,12,MEDIUM,10,DELAY_30
FL1762,2025-02-23,Vistara,DEL,BOM,5:45,7:55,CANCELLED,30,NONE,HIGH,3,1,1,8,12,LOW,4,NO_ACTION
FL1763,2025-02-23,Go First,DEL,BOM,7:00,9:10,CANCELLED,60,WEATHER,HIGH,2,4,0,8,12,MEDIUM,9,DELAY_30
FL1764,2025-02-23,Go First,DEL,BOM,8:00,10:10,ON_TIME,60,WEATHER,LOW,2,5,2,8,12,LOW,5,CANCEL_FLIGHT
FL1765,2025-02-23,IndiGo,DEL,BOM,12:00,14:10,ON_TIME,120,CREW,HIGH,4,2,2,8,12,LOW,8,NO_ACTION
FL1766,2025-02-23,Go First,DEL,BOM,14:20,16:35,DELAYED,60,ATC,MEDIUM,1,5,3,8,12,HIGH,9,REASSIGN_CREW
FL1767,2025-02-23,Go First,DEL,BOM,15:00,17:15,ON_TIME,15,NONE,MEDIUM,2,5,3,8,12,HIGH,6,SWAP_AIRCRAFT
FL1768,2025-02-23,Vistara,DEL,BOM,9:30,11:35,ON_TIME,15,WEATHER,LOW,5,4,3,8,12,MEDIUM,4,CANCEL_FLIGHT
FL1769,2025-02-23,Go First,DEL,BOM,10:30,12:50,ON_TIME,15,NONE,MEDIUM,4,2,1,8,12,HIGH,10,SWAP_AIRCRAFT
FL1770,2025-02-23,Go First,DEL,BOM,2:00,4:15,DELAYED,60,CREW,LOW,4,2,2,8,12,HIGH,6,NO_ACTION
FL1771,2025-02-23,Vistara,DEL,BOM,12:50,15:00,CANCELLED,60,WEATHER,LOW,3,2,3,8,12,HIGH,10,NO_ACTION
FL1772,2025-02-23,Vistara,DEL,BOM,14:20,16:30,CANCELLED,30,TECHNICAL,MEDIUM,3,4,2,8,12,LOW,2,SWAP_AIRCRAFT
FL1773,2025-02-23,Vistara,DEL,BOM,10:20,12:35,DELAYED,120,CREW,HIGH,1,5,0,8,12,LOW,0,DELAY_30
FL1774,2025-02-23,SpiceJet,DEL,BOM,7:20,9:35,CANCELLED,0,WEATHER,MEDIUM,3,5,3,8,12,HIGH,0,SWAP_AIRCRAFT
FL1775,2025-02-23,Vistara,DEL,BOM,11:40,14:00,ON_TIME,15,TECHNICAL,LOW,1,5,0,8,12,HIGH,9,REASSIGN_CREW
FL1776,2025-02-23,SpiceJet,DEL,BOM,6:20,8:40,CANCELLED,60,TECHNICAL,MEDIUM,3,5,2,8,12,HIGH,4,REASSIGN_CREW
FL1777,2025-02-23,IndiGo,DEL,BOM,14:20,16:35,DELAYED,30,WEATHER,MEDIUM,2,4,3,8,12,MEDIUM,7,REASSIGN_CREW
FL1778,2025-02-23,Vistara,DEL,BOM,7:30,9:45,CANCELLED,120,NONE,MEDIUM,1,3,0,8,12,HIGH,7,SWAP_AIRCRAFT
FL1779,2025-02-23,Vistara,DEL,BOM,8:50,11:10,ON_TIME,30,TECHNICAL,MEDIUM,1,3,0,8,12,LOW,5,DELAY_30
FL1780,2025-02-23,Vistara,BOM,DEL,20:55,23:00,DELAYED,60,CREW,LOW,3,5,3,8,12,LOW,4,REASSIGN_CREW
FL1781,2025-02-23,Vistara,BOM,DEL,18:30,20:40,DELAYED,60,WEATHER,LOW,5,3,1,8,12,MEDIUM,0,CANCEL_FLIGHT
FL1782,2025-02-23,Vistara,BOM,DEL,22:45,0:55,ON_TIME,60,WEATHER,LOW,4,3,0,8,12,LOW,1,REASSIGN_CREW
FL1783,2025-02-23,Air India,BOM,DEL,21:30,23:45,ON_TIME,0,TECHNICAL,LOW,5,5,1,8,12,LOW,2,NO_ACTION
FL1784,2025-02-23,Air India,BOM,DEL,16:00,18:15,CANCELLED,120,CREW,MEDIUM,4,3,2,8,12,MEDIUM,8,CANCEL_FLIGHT
FL1785,2025-02-23,Air India,BOM,DEL,19:00,21:15,ON_TIME,0,WEATHER,MEDIUM,2,1,3,8,12,MEDIUM,0,DELAY_30
FL1786,2025-02-23,Vistara,BOM,DEL,21:55,0:10,DELAYED,60,WEATHER,MEDIUM,1,1,0,8,12,MEDIUM,1,CANCEL_FLIGHT
FL1787,2025-02-23,Air India,BOM,DEL,18:00,20:25,DELAYED,120,CREW,MEDIUM,1,1,0,8,12,HIGH,10,DELAY_30
FL1788,2025-02-23,Vistara,BOM,DEL,15:45,18:05,DELAYED,0,ATC,LOW,5,1,3,8,12,MEDIUM,8,NO_ACTION
FL1789,2025-02-23,SpiceJet,BOM,DEL,19:25,21:50,ON_TIME,30,NONE,MEDIUM,4,4,1,8,12,MEDIUM,0,CANCEL_FLIGHT
FL1790,2025-02-23,Vistara,BOM,DEL,17:35,19:45,DELAYED,60,NONE,LOW,5,1,0,8,12,MEDIUM,4,REASSIGN_CREW
FL1791,2025-02-23,Vistara,BOM,DEL,19:45,21:55,CANCELLED,30,WEATHER,LOW,3,4,0,8,12,HIGH,9,CANCEL_FLIGHT
FL1792,2025-02-24,IndiGo,BOM,DEL,8:30,10:25,ON_TIME,0,ATC,LOW,3,2,0,8,12,HIGH,2,SWAP_AIRCRAFT
FL1793,2025-02-24,IndiGo,BOM,DEL,7:45,9:50,DELAYED,15,TECHNICAL,HIGH,3,3,2,8,12,MEDIUM,9,NO_ACTION
FL1794,2025-02-24,Go First,BOM,DEL,12:30,14:35,DELAYED,120,WEATHER,LOW,2,5,0,8,12,MEDIUM,10,REASSIGN_CREW
FL1795,2025-02-24,Go First,BOM,DEL,14:30,16:35,ON_TIME,0,WEATHER,HIGH,5,1,0,8,12,MEDIUM,1,DELAY_30
FL1796,2025-02-24,IndiGo,BOM,DEL,9:20,11:30,DELAYED,120,WEATHER,HIGH,2,5,1,8,12,LOW,9,CANCEL_FLIGHT
FL1797,2025-02-24,Go First,BOM,DEL,6:00,8:10,CANCELLED,60,ATC,MEDIUM,3,2,3,8,12,HIGH,0,NO_ACTION
FL1798,2025-02-24,IndiGo,BOM,DEL,11:45,14:00,ON_TIME,60,CREW,LOW,2,1,1,8,12,LOW,2,NO_ACTION
FL1799,2025-02-24,IndiGo,BOM,DEL,7:05,9:20,DELAYED,15,CREW,HIGH,2,1,1,8,12,LOW,6,REASSIGN_CREW
FL1800,2025-02-24,IndiGo,BOM,DEL,13:40,15:50,DELAYED,60,CREW,MEDIUM,1,1,2,8,12,HIGH,6,SWAP_AIRCRAFT
FL1801,2025-02-24,IndiGo,BOM,DEL,10:05,12:15,ON_TIME,120,TECHNICAL,LOW,4,4,0,8,12,HIGH,5,CANCEL_FLIGHT
FL1802,2025-02-24,AirAsia India,BOM,DEL,7:20,9:30,ON_TIME,15,NONE,HIGH,4,4,0,8,12,MEDIUM,1,NO_ACTION
FL1803,2025-02-24,Go First,BOM,DEL,9:55,12:10,CANCELLED,120,NONE,MEDIUM,3,1,2,8,12,HIGH,2,DELAY_30
FL1804,2025-02-24,Go First,BOM,DEL,12:15,14:30,DELAYED,15,WEATHER,MEDIUM,2,5,3,8,12,MEDIUM,5,REASSIGN_CREW
FL1805,2025-02-24,Go First,BOM,DEL,13:30,15:45,DELAYED,120,NONE,LOW,4,2,3,8,12,LOW,3,CANCEL_FLIGHT
FL1806,2025-02-24,Go First,BOM,DEL,8:00,10:10,ON_TIME,60,ATC,LOW,5,4,0,8,12,MEDIUM,5,SWAP_AIRCRAFT
FL1807,2025-02-24,SpiceJet,BOM,DEL,7:20,9:35,ON_TIME,120,NONE,HIGH,3,2,1,8,12,MEDIUM,8,CANCEL_FLIGHT
FL1808,2025-02-24,SpiceJet,BOM,DEL,10:15,12:30,DELAYED,120,NONE,HIGH,3,1,2,8,12,MEDIUM,10,DELAY_30
FL1809,2025-02-24,Air India,DEL,BOM,18:00,20:00,ON_TIME,15,TECHNICAL,LOW,3,5,3,8,12,MEDIUM,5,REASSIGN_CREW
FL1810,2025-02-24,IndiGo,DEL,BOM,23:35,1:45,CANCELLED,0,WEATHER,LOW,2,5,3,8,12,MEDIUM,8,SWAP_AIRCRAFT
FL1811,2025-02-24,AirAsia India,DEL,BOM,20:00,22:15,ON_TIME,120,ATC,LOW,4,1,3,8,12,HIGH,1,SWAP_AIRCRAFT
FL1812,2025-02-24,Go First,DEL,BOM,15:30,17:35,DELAYED,60,CREW,LOW,4,2,0,8,12,HIGH,7,CANCEL_FLIGHT
FL1813,2025-02-24,Go First,DEL,BOM,17:00,19:05,DELAYED,120,CREW,LOW,5,5,3,8,12,MEDIUM,4,NO_ACTION
FL1814,2025-02-24,Air India,DEL,BOM,20:00,22:10,ON_TIME,120,TECHNICAL,MEDIUM,2,3,3,8,12,HIGH,2,NO_ACTION
FL1815,2025-02-24,Air India,DEL,BOM,19:00,21:15,ON_TIME,15,WEATHER,MEDIUM,3,4,0,8,12,HIGH,8,DELAY_30
FL1816,2025-02-24,Vistara,DEL,BOM,20:40,22:50,ON_TIME,15,NONE,LOW,2,2,0,8,12,HIGH,6,CANCEL_FLIGHT
FL1817,2025-02-24,Vistara,DEL,BOM,21:40,23:50,ON_TIME,120,NONE,LOW,2,2,2,8,12,MEDIUM,4,DELAY_30
FL1818,2025-02-24,IndiGo,DEL,BOM,17:15,19:25,CANCELLED,15,NONE,HIGH,5,2,0,8,12,HIGH,3,CANCEL_FLIGHT
FL1819,2025-02-24,IndiGo,DEL,BOM,18:40,20:50,DELAYED,60,NONE,MEDIUM,1,4,3,8,12,LOW,5,CANCEL_FLIGHT
FL1820,2025-02-24,Go First,DEL,BOM,15:00,17:15,DELAYED,60,TECHNICAL,MEDIUM,5,1,3,8,12,LOW,3,SWAP_AIRCRAFT
FL1821,2025-02-24,Go First,DEL,BOM,19:40,21:55,DELAYED,30,WEATHER,HIGH,1,4,1,8,12,HIGH,0,SWAP_AIRCRAFT
FL1822,2025-02-24,Go First,DEL,BOM,21:00,23:15,DELAYED,0,NONE,LOW,5,5,3,8,12,MEDIUM,9,NO_ACTION
FL1823,2025-02-24,IndiGo,DEL,BOM,21:15,23:30,DELAYED,30,ATC,LOW,3,4,3,8,12,LOW,9,SWAP_AIRCRAFT
FL1824,2025-02-24,Go First,DEL,BOM,18:05,20:25,DELAYED,15,NONE,LOW,5,5,1,8,12,MEDIUM,10,REASSIGN_CREW
FL1825,2025-02-24,SpiceJet,DEL,BOM,19:45,22:05,CANCELLED,60,NONE,LOW,3,2,2,8,12,HIGH,5,CANCEL_FLIGHT
FL1826,2025-02-24,Vistara,DEL,BOM,15:30,17:40,DELAYED,60,NONE,MEDIUM,4,1,1,8,12,MEDIUM,5,CANCEL_FLIGHT
FL1827,2025-02-24,Vistara,DEL,BOM,19:50,22:00,CANCELLED,30,CREW,LOW,4,2,2,8,12,MEDIUM,6,NO_ACTION
FL1828,2025-02-24,SpiceJet,DEL,BOM,18:55,21:05,DELAYED,30,NONE,LOW,2,4,1,8,12,MEDIUM,10,CANCEL_FLIGHT
FL1829,2025-02-24,Vistara,DEL,BOM,19:00,21:15,CANCELLED,120,CREW,MEDIUM,4,3,0,8,12,HIGH,0,SWAP_AIRCRAFT
FL1830,2025-02-24,Vistara,DEL,BOM,16:45,19:05,CANCELLED,15,TECHNICAL,HIGH,3,1,0,8,12,HIGH,5,CANCEL_FLIGHT
FL1831,2025-02-24,Vistara,DEL,BOM,17:45,20:05,CANCELLED,15,WEATHER,HIGH,1,4,3,8,12,HIGH,2,REASSIGN_CREW
FL1832,2025-02-24,IndiGo,DEL,BOM,7:15,9:25,CANCELLED,15,ATC,LOW,5,3,1,8,12,HIGH,8,NO_ACTION
FL1833,2025-02-24,IndiGo,DEL,BOM,6:30,8:40,CANCELLED,120,ATC,HIGH,1,1,3,8,12,LOW,6,CANCEL_FLIGHT
FL1834,2025-02-24,Air India,DEL,BOM,7:00,9:05,DELAYED,30,NONE,LOW,3,3,0,8,12,LOW,6,SWAP_AIRCRAFT
FL1835,2025-02-24,Air India,DEL,BOM,10:40,12:50,CANCELLED,15,ATC,MEDIUM,5,3,2,8,12,LOW,4,NO_ACTION
FL1836,2025-02-24,AirAsia India,DEL,BOM,4:25,6:35,ON_TIME,120,TECHNICAL,HIGH,3,3,1,8,12,HIGH,1,CANCEL_FLIGHT
FL1837,2025-02-24,Go First,DEL,BOM,13:30,15:35,DELAYED,15,ATC,MEDIUM,5,1,2,8,12,MEDIUM,10,DELAY_30
FL1838,2025-02-24,Air India,DEL,BOM,8:00,10:10,DELAYED,30,WEATHER,LOW,5,5,2,8,12,HIGH,4,REASSIGN_CREW
FL1839,2025-02-24,IndiGo,DEL,BOM,10:45,13:05,CANCELLED,15,TECHNICAL,HIGH,1,2,1,8,12,LOW,1,REASSIGN_CREW
FL1840,2025-02-24,IndiGo,DEL,BOM,8:45,11:05,CANCELLED,15,WEATHER,MEDIUM,4,3,3,8,12,MEDIUM,3,NO_ACTION
FL1841,2025-02-24,Go First,DEL,BOM,7:00,9:10,DELAYED,120,NONE,LOW,1,4,3,8,12,LOW,4,DELAY_30
FL1842,2025-02-24,Go First,DEL,BOM,8:00,10:10,DELAYED,0,TECHNICAL,HIGH,1,5,0,8,12,MEDIUM,8,SWAP_AIRCRAFT
FL1843,2025-02-24,Air India,DEL,BOM,9:00,11:15,ON_TIME,0,WEATHER,HIGH,1,3,1,8,12,LOW,3,CANCEL_FLIGHT
FL1844,2025-02-24,Vistara,DEL,BOM,5:45,7:55,ON_TIME,15,ATC,LOW,3,1,1,8,12,HIGH,9,SWAP_AIRCRAFT
FL1845,2025-02-24,IndiGo,DEL,BOM,12:00,14:10,ON_TIME,60,TECHNICAL,LOW,5,4,3,8,12,HIGH,4,REASSIGN_CREW
FL1846,2025-02-24,Go First,DEL,BOM,14:20,16:35,CANCELLED,15,TECHNICAL,LOW,5,2,1,8,12,HIGH,3,SWAP_AIRCRAFT
FL1847,2025-02-24,Go First,DEL,BOM,15:00,17:15,CANCELLED,120,NONE,HIGH,1,3,0,8,12,HIGH,8,REASSIGN_CREW
FL1848,2025-02-24,IndiGo,DEL,BOM,14:20,16:35,DELAYED,30,CREW,HIGH,4,3,3,8,12,HIGH,5,SWAP_AIRCRAFT
FL1849,2025-02-24,IndiGo,DEL,BOM,9:30,12:00,DELAYED,0,CREW,HIGH,2,3,1,8,12,LOW,8,SWAP_AIRCRAFT
FL1850,2025-02-24,Go First,DEL,BOM,10:30,12:50,CANCELLED,60,ATC,LOW,2,4,3,8,12,LOW,7,SWAP_AIRCRAFT
FL1851,2025-02-24,Vistara,DEL,BOM,9:30,11:35,ON_TIME,120,NONE,HIGH,3,5,0,8,12,LOW,9,CANCEL_FLIGHT
FL1852,2025-02-24,Go First,DEL,BOM,2:00,4:15,ON_TIME,15,CREW,HIGH,3,4,2,8,12,HIGH,4,DELAY_30
FL1853,2025-02-24,Vistara,DEL,BOM,12:50,15:00,DELAYED,120,WEATHER,LOW,1,4,0,8,12,HIGH,6,NO_ACTION
FL1854,2025-02-24,Vistara,DEL,BOM,14:20,16:30,ON_TIME,30,ATC,MEDIUM,1,5,1,8,12,HIGH,8,SWAP_AIRCRAFT
FL1855,2025-02-24,Vistara,DEL,BOM,10:20,12:35,DELAYED,15,TECHNICAL,MEDIUM,3,2,1,8,12,HIGH,3,NO_ACTION
FL1856,2025-02-24,SpiceJet,DEL,BOM,7:20,9:35,DELAYED,0,TECHNICAL,LOW,3,5,2,8,12,MEDIUM,5,SWAP_AIRCRAFT
FL1857,2025-02-24,Vistara,DEL,BOM,11:40,14:00,ON_TIME,60,NONE,LOW,5,1,2,8,12,HIGH,5,CANCEL_FLIGHT
FL1858,2025-02-24,SpiceJet,DEL,BOM,6:20,8:40,DELAYED,60,TECHNICAL,HIGH,4,5,0,8,12,HIGH,0,CANCEL_FLIGHT
FL1859,2025-02-24,Vistara,DEL,BOM,7:30,9:45,DELAYED,0,NONE,MEDIUM,4,1,1,8,12,LOW,5,DELAY_30
FL1860,2025-02-24,Vistara,DEL,BOM,8:50,11:10,DELAYED,60,NONE,HIGH,1,1,1,8,12,LOW,3,CANCEL_FLIGHT
FL1861,2025-02-24,AirAsia India,BOM,DEL,22:55,1:00,CANCELLED,15,ATC,LOW,3,1,3,8,12,HIGH,7,NO_ACTION
FL1862,2025-02-24,IndiGo,BOM,DEL,18:30,20:35,ON_TIME,15,ATC,HIGH,3,5,1,8,12,MEDIUM,2,SWAP_AIRCRAFT
FL1863,2025-02-24,IndiGo,BOM,DEL,20:30,22:35,DELAYED,120,WEATHER,HIGH,4,1,0,8,12,LOW,0,CANCEL_FLIGHT
FL1864,2025-02-24,Go First,BOM,DEL,16:30,18:35,DELAYED,30,NONE,HIGH,3,5,2,8,12,MEDIUM,5,REASSIGN_CREW
FL1865,2025-02-24,Vistara,BOM,DEL,20:55,23:00,DELAYED,30,NONE,MEDIUM,1,3,3,8,12,HIGH,6,REASSIGN_CREW
FL1866,2025-02-24,IndiGo,BOM,DEL,17:15,19:20,ON_TIME,0,ATC,HIGH,2,1,0,8,12,MEDIUM,2,DELAY_30
FL1867,2025-02-24,Vistara,BOM,DEL,18:30,20:40,CANCELLED,120,WEATHER,MEDIUM,4,1,1,8,12,LOW,9,DELAY_30
FL1868,2025-02-24,Vistara,BOM,DEL,22:45,0:55,CANCELLED,0,WEATHER,HIGH,3,3,2,8,12,MEDIUM,7,CANCEL_FLIGHT
FL1869,2025-02-24,Go First,BOM,DEL,18:00,20:10,DELAYED,60,WEATHER,MEDIUM,1,1,2,8,12,HIGH,9,SWAP_AIRCRAFT
FL1870,2025-02-24,Go First,BOM,DEL,22:40,0:50,DELAYED,60,WEATHER,LOW,5,3,1,8,12,MEDIUM,10,CANCEL_FLIGHT
FL1871,2025-02-24,Air India,BOM,DEL,21:30,23:45,CANCELLED,30,ATC,LOW,3,3,3,8,12,HIGH,0,REASSIGN_CREW
FL1872,2025-02-24,Air India,BOM,DEL,16:00,18:15,CANCELLED,60,ATC,LOW,5,1,0,8,12,LOW,2,SWAP_AIRCRAFT
FL1873,2025-02-24,Air India,BOM,DEL,19:00,21:15,DELAYED,60,TECHNICAL,MEDIUM,3,4,3,8,12,LOW,8,REASSIGN_CREW
FL1874,2025-02-24,Vistara,BOM,DEL,21:55,0:10,DELAYED,120,NONE,LOW,4,5,1,8,12,MEDIUM,0,CANCEL_FLIGHT
FL1875,2025-02-24,Go First,BOM,DEL,21:15,23:30,DELAYED,120,CREW,LOW,4,3,3,8,12,MEDIUM,2,NO_ACTION
FL1876,2025-02-24,Go First,BOM,DEL,23:45,2:00,ON_TIME,60,ATC,LOW,1,3,0,8,12,MEDIUM,0,DELAY_30
FL1877,2025-02-24,Air India,BOM,DEL,18:00,20:25,DELAYED,60,TECHNICAL,HIGH,5,2,2,8,12,HIGH,6,NO_ACTION
FL1878,2025-02-24,SpiceJet,BOM,DEL,21:45,23:55,CANCELLED,0,CREW,LOW,3,4,2,8,12,LOW,9,NO_ACTION
FL1879,2025-02-24,Vistara,BOM,DEL,15:45,18:05,CANCELLED,0,TECHNICAL,LOW,3,1,1,8,12,MEDIUM,6,SWAP_AIRCRAFT
FL1880,2025-02-24,SpiceJet,BOM,DEL,19:25,21:50,CANCELLED,30,NONE,MEDIUM,2,3,1,8,12,LOW,3,DELAY_30
FL1881,2025-02-24,Vistara,BOM,DEL,17:35,19:45,CANCELLED,0,TECHNICAL,MEDIUM,4,3,2,8,12,HIGH,6,REASSIGN_CREW
FL1882,2025-02-24,Vistara,BOM,DEL,19:45,21:55,CANCELLED,120,WEATHER,HIGH,2,5,3,8,12,LOW,9,NO_ACTION
FL1883,2025-02-25,IndiGo,BOM,DEL,8:30,10:25,ON_TIME,60,TECHNICAL,LOW,2,3,0,8,12,MEDIUM,3,NO_ACTION
FL1884,2025-02-25,IndiGo,BOM,DEL,7:45,9:50,DELAYED,60,CREW,LOW,2,4,3,8,12,LOW,6,CANCEL_FLIGHT
FL1885,2025-02-25,Go First,BOM,DEL,12:30,14:35,ON_TIME,15,TECHNICAL,LOW,1,3,1,8,12,LOW,1,REASSIGN_CREW
FL1886,2025-02-25,Go First,BOM,DEL,14:30,16:35,DELAYED,120,CREW,MEDIUM,1,2,0,8,12,MEDIUM,10,REASSIGN_CREW
FL1887,2025-02-25,Vistara,BOM,DEL,6:00,8:05,CANCELLED,0,WEATHER,LOW,5,3,0,8,12,HIGH,0,REASSIGN_CREW
FL1888,2025-02-25,Vistara,BOM,DEL,6:30,8:35,CANCELLED,60,WEATHER,HIGH,5,3,3,8,12,HIGH,1,DELAY_30
FL1889,2025-02-25,AirAsia India,BOM,DEL,7:20,9:30,DELAYED,30,TECHNICAL,LOW,1,1,2,8,12,HIGH,0,SWAP_AIRCRAFT
FL1890,2025-02-25,IndiGo,BOM,DEL,9:20,11:30,CANCELLED,120,ATC,HIGH,2,3,2,8,12,HIGH,7,SWAP_AIRCRAFT
FL1891,2025-02-25,Air India,BOM,DEL,7:00,9:10,ON_TIME,120,NONE,HIGH,5,5,3,8,12,MEDIUM,5,SWAP_AIRCRAFT
FL1892,2025-02-25,Go First,BOM,DEL,6:00,8:10,ON_TIME,0,CREW,LOW,5,3,3,8,12,LOW,10,SWAP_AIRCRAFT
FL1893,2025-02-25,Go First,BOM,DEL,8:00,10:10,DELAYED,0,ATC,MEDIUM,2,1,3,8,12,HIGH,6,REASSIGN_CREW
FL1894,2025-02-25,IndiGo,BOM,DEL,7:05,9:20,CANCELLED,120,TECHNICAL,LOW,1,3,2,8,12,LOW,0,SWAP_AIRCRAFT
FL1895,2025-02-25,IndiGo,BOM,DEL,11:45,14:00,CANCELLED,30,WEATHER,LOW,2,1,0,8,12,HIGH,8,SWAP_AIRCRAFT
FL1896,2025-02-25,IndiGo,BOM,DEL,10:05,12:15,CANCELLED,0,CREW,LOW,1,5,3,8,12,HIGH,0,DELAY_30
FL1897,2025-02-25,IndiGo,BOM,DEL,13:40,15:50,ON_TIME,30,WEATHER,HIGH,5,4,2,8,12,HIGH,8,NO_ACTION
FL1898,2025-02-25,Air India,BOM,DEL,10:00,12:15,CANCELLED,15,ATC,HIGH,2,1,2,8,12,LOW,2,REASSIGN_CREW
FL1899,2025-02-25,Go First,BOM,DEL,9:55,12:10,DELAYED,30,ATC,MEDIUM,3,5,2,8,12,MEDIUM,9,SWAP_AIRCRAFT
FL1900,2025-02-25,Go First,BOM,DEL,12:15,14:30,CANCELLED,0,WEATHER,LOW,4,4,3,8,12,LOW,1,REASSIGN_CREW
FL1901,2025-02-25,Go First,BOM,DEL,13:30,15:45,DELAYED,120,WEATHER,HIGH,4,1,1,8,12,HIGH,9,REASSIGN_CREW
FL1902,2025-02-25,SpiceJet,BOM,DEL,10:15,12:30,DELAYED,30,CREW,MEDIUM,1,1,0,8,12,MEDIUM,1,CANCEL_FLIGHT
FL1903,2025-02-25,Vistara,BOM,DEL,12:25,14:30,DELAYED,15,ATC,HIGH,2,5,0,8,12,MEDIUM,1,REASSIGN_CREW
FL1904,2025-02-25,Vistara,BOM,DEL,11:55,14:05,CANCELLED,60,NONE,MEDIUM,5,5,1,8,12,HIGH,0,SWAP_AIRCRAFT
FL1905,2025-02-25,Vistara,BOM,DEL,10:25,12:40,CANCELLED,0,TECHNICAL,MEDIUM,3,2,1,8,12,MEDIUM,2,CANCEL_FLIGHT
FL1906,2025-02-25,Vistara,BOM,DEL,14:40,16:55,DELAYED,60,CREW,LOW,1,1,1,8,12,HIGH,4,SWAP_AIRCRAFT
FL1907,2025-02-25,Air India,BOM,DEL,8:00,10:15,CANCELLED,60,ATC,HIGH,2,1,1,8,12,MEDIUM,3,DELAY_30
FL1908,2025-02-25,SpiceJet,BOM,DEL,7:20,9:35,ON_TIME,0,CREW,MEDIUM,5,5,3,8,12,MEDIUM,1,SWAP_AIRCRAFT
